,Title,Title_link,Comments,CommentsTime,CommentsLike,TransferedTime,Sentiment
93,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,This is the most excited I've been for a movie in a long time!,1 week ago,0,13,pos
94,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,I WANT THE OLD HAILEE STEINFELD LOOK (WITH THE HEAVY EYE LINERS ON + FULL BANGS) BACK EMMA STONE!!! 😭😭😭,1 week ago,1,13,neg
95,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,"""DOUBLE TAP? OOOH RAAAAH""",1 week ago,0,13,neg
96,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,I didn't watch the whole trailer because sometimes the producer asks “What should we use for the trailer?” and the Director replies “The whole movie.”,1 week ago,0,13,neg
97,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Wait .... Woody ain't win a Oscar? Why is no one talking about this!,1 week ago,0,13,neg
98,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,"After so long, let's go!

PS Emma Stone!",1 week ago,0,13,pos
99,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,"Lex Luthor, Gwen Stacy, Carnage, and Bo Hess coming together for a zombie kill run.",1 week ago,1,13,pos
100,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,I have ZERO doubts about this. 😃👍,1 week ago,0,13,pos
101,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,I hope & pray this doesn't disappoint. Trailer looks amazing and it gets better the more you watch it.,1 week ago (edited),0,13,pos
102,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,"I Got A Hankering 
For Some Of Those Cream Filled Golden Sponge Cake 
Delightful Goodies Bout Now",1 week ago (edited),1,13,pos
103,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,I already want a part 3 damn it this looks great,1 week ago,0,13,pos
104,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Why is he holding the wheat like Maximus?,1 week ago,1,13,neg
105,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,that dubble ganger part is so stolen from shaun of the death...,1 week ago,6,13,neg
106,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,"The action looks great, but those jokes were horrid. I hope to goodness this is good",1 week ago,0,13,neg
107,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,The first one with metallica and the second with acdc cool,1 week ago,2,13,pos
108,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,from La La Land to Zombieland,1 week ago,0,13,pos
109,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Luke Wilson!? That was unexpected.,1 week ago,0,13,pos
110,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Yesss I been waiting for this.,1 week ago,0,13,pos
111,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,"Columbus, Tallahassee,Wichita and Little Rock are even more badass as a team TIME TO NUT UP OR SHUT UP",1 week ago,0,13,neg
112,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,IT TOOK YOU GUYS LONG ENOUGH! Hell yes!,1 week ago,0,13,neg
113,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Thank you. Nuff said,1 week ago,0,13,pos
114,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,For a second I thought this was fanmade. Jesse Eisenberg looks exactly the same. WTF,1 week ago,0,13,pos
115,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Did anyone else also click on the notification for this trailer soon as it popped up on your phone?,1 week ago (edited),23,13,neg
116,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Mehhhhh this trailer is the equivalent of Hot Tub Time Machine 2,1 week ago,0,13,neg
117,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,"I’ve been waiting for so long, this brings tears of joy",1 week ago,0,13,pos
118,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,I might’ve peed myself my favorite comedy getting a sequel that I’m happy for,1 week ago,0,13,neg
119,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,I can't believe nobody is mentioning Rosario Dawson! How is that possible??? :-),1 week ago,2,13,neg
120,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,I feel like zoey deutch's character is a Zombie. She hit her head when vehicle was pulled over and nothing happened,1 week ago (edited),3,13,neg
121,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,"Just wanna say 


Ahahahahhahahahahaaahahahahahahaahahahahahahahahahahah go crazy",1 week ago,1,13,neg
122,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,"Holy cow! A movie in 2019 that's a sequel to a cult classic and the trailer doesn't make me want to blow my brains out or wish I had never liked the franchise. Way to go, you got my hopes up.",1 week ago,0,13,pos
123,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Zombie land 3 juggernoug,1 week ago,1,13,neg
124,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,So much waiting and finally came,1 week ago,1,13,pos
125,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,now thats a good trailer none of that woke bs just plain fun,1 week ago,0,13,neg
126,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Still trying to get as good as Shaun of the dead.,1 week ago,1,13,neg
127,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,I got ao excited moment I got the notification. And even more excited  watching it 😭😭,1 week ago,1,13,pos
128,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,"i'm guessing little rock is the only one thanos didn't target


cus no one else seems to have aged",1 week ago,1,13,pos
129,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,"MY BODY IS READY. 




also, all of them with their academy award noms and wins hell yeah  👏",1 week ago,1,13,pos
130,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,"Ahhhhh! Woody Harrelson, you beauty",1 week ago,0,13,pos
131,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,"The first one is a classic, I hope this one will be pretty good",1 week ago,1,13,pos
132,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,OMG! I'm waiting for this. Plz don't fck this up with some identity politics.,1 week ago,0,13,neg
133,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,I can't tell you how long I have waited for Jesse to double tap a girl again!,1 week ago,21,13,neg
134,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Yesssss am Soo happy rn 😂😂😂,1 week ago,0,13,pos
135,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,This is the type of trailer I stop halfway because it starts to tell to much but I'm excited for it!,1 week ago,0,13,pos
136,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,10 years later and 3 out of the 4 are Academy Award nominees/winners. Wow.,1 week ago,0,13,pos
137,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,"What do you call water from two different sinks






Double tap",1 week ago,2,13,neg
138,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,This trailer is Rick Grimes approved.,1 week ago,0,13,pos
139,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Yo is it just me or does Jesse Eisenberg look the same since the first one,1 week ago,6,13,neg
140,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,"Nominee
Nominee
Nominee
Winner -winner chicken dinner",1 week ago,0,13,pos
141,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,It’s been a while since I’ve seen Emma Stone,1 week ago,0,13,pos
142,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,"Watched the trailer twice and didn't catch the release date, was too busy clicking replay.",1 week ago,1,13,neg
143,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,YESSSSS!!! 👏👏👏👏,1 week ago,0,13,pos
144,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,I noticed there is still power......them power plant zombies are sure hard workers.,1 week ago,2,13,pos
145,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,"Oh I'm in, I did not think this was going to happen I'm excited😁😁👏👏😊",1 week ago,4,13,pos
146,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Finally something worth making a sequel of.,1 week ago,0,13,pos
147,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,"""Academy Award Winner Emma Stone""
Pulls out bigass bazooka gun.",1 week ago,1,13,neg
148,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Woody harrelson would make a better president then the one we have currently,1 week ago,0,13,pos
149,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,I'm glad the gang is back....but where are the zombies?,1 week ago,0,13,neg
150,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Really this Is gonna happen OMG😁😁😁,1 week ago,0,13,pos
151,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Lit af 🔥🔥🔥🔥🔥,1 week ago,0,13,pos
152,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Only thing that worries me is: S O N Y,1 week ago,0,13,pos
153,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,All of them look basically the same except for the young girl. WTH,1 week ago,0,13,neg
154,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,"A decade... For this....
Better be worth it...",1 week ago,0,13,pos
155,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,so basically... best cast ever... hype!,1 week ago,0,13,pos
156,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Rule #-32... Enjoy of the... Enjoy of this trailer....!!!❤❤🥰🥰,1 week ago (edited),2,13,pos
157,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Waited this many years for a damn sequal what's next world war Z 2,1 week ago,0,13,neg
158,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Pity Eisenberg was not available for this movie. So they took unused footage of his scenes from the first movie.,1 week ago,0,13,neg
159,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,We better see more rules from Columbus....nah really this looks promising.,1 week ago,5,13,pos
160,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Heck yeah!!,1 week ago,0,13,neg
161,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,if only that was Micheal Cera at the end :(,1 week ago,0,13,pos
162,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,They are back! Fav movie as a kid😍😍,1 week ago,1,13,pos
163,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Omg yesssss ❤❤❤❤,1 week ago,0,13,neg
164,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,They missed the chance to call it Zombieland 2: Electric boogaloo,1 week ago,0,13,neg
165,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,So they were waiting for the main cast members to get their oscar nominations in order first,1 week ago,0,13,neg
166,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,It is like a broken version of Idiocracy,1 week ago,0,13,neg
167,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,"I LOVED the first one. LOVED it.... 
This looks like fun and I can't wait. The original team is back. Hell yeah...",1 week ago,0,13,pos
168,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,"ok, NOW i'm hyped",1 week ago,0,13,neg
169,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,"Makes me really happy but disappointed at the same time , doesn’t look great at all ..",1 week ago,0,13,neg
170,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,And they forget about gun recoil...,1 week ago,0,13,neg
171,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,and hopefully a sequel Adventureland also?!,1 week ago,0,13,pos
172,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Hey....Hey.... That song belongs to Iron Man 2.,1 week ago,0,13,pos
173,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,"Finally, we’re getting a Zombieland 2",1 week ago,0,13,neg
174,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Very surprising to see a sequel hopefully it's good,1 week ago,0,13,pos
175,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Years I have been waiting,1 week ago,0,13,pos
176,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,They got the whole group back.  No substitutes.  Nice!,1 week ago,0,13,pos
177,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,I have been WAITING for this,1 week ago,0,13,pos
178,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,I know what I’m doing for my birthday :D (October 18),6 days ago,0,7,pos
179,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,This brings me joy!,1 week ago,0,13,pos
180,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,YUP! This looks like a worthwhile use of thousands of dollars. ... I'm sure it won't be forgettable. Like the last one.,1 week ago,0,13,pos
181,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Where are the Zombies? 😂😂😂😂😂,5 days ago,0,6,neg
182,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Is that the dude from Pied Piper?,1 week ago,1,13,neg
183,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Shall we go over the rules again?😄 I need to refresh my memory.,1 week ago,0,13,pos
184,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Finally!!! Double tap back In  action!!!!,1 week ago,0,13,pos
185,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,Wait! Academy award squad,1 week ago,0,13,neg
186,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,"Well, it's about time. With the Walking Dead being so boring now, the zombie genre needs a jump start to make zombies fun again. 
So let's nut up and shut up & search for more twinkies.",1 week ago,0,13,neg
187,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,It's been like a century of waiting!!!!,1 week ago,0,13,pos
188,Zombieland: Double Tap Trailer #1 (2019) | Movieclips Trailers,https://www.youtube.com/watch?v=YghZVENrn3Q&list=PLScC8g4bqD47QYmsgs_FBzcNvi3PPt2Ev&index=3&t=0s,This is gonna be amazing,1 week ago,0,13,pos
